,size,maxtime,regime,strategy
0,460,84,"[[157.0625, 157.03125, 2124.0, 1007.0, 157.125, 157.0, 1503.0, 725.0, 157.1875, 156.96875, 6785.0, 210.0, 157.25, 156.9375, 1880.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2200.0, 1033.0, 157.125, 157.0, 1506.0, 726.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2284.0, 1040.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2323.0, 1041.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2360.0, 1043.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2395.0, 1048.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2433.0, 1057.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 16.0, 1018.0, 157.0625, 157.0, 2468.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0], [157.0625, 157.03125, 2470.0, 943.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 18.0, 876.0, 157.0625, 157.0, 2758.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0]]",POV
0,70,93,"[[157.0625, 157.03125, 2163.0, 1022.0, 157.125, 157.0, 1503.0, 726.0, 157.1875, 156.96875, 6785.0, 210.0, 157.25, 156.9375, 1880.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2184.0, 1026.0, 157.125, 157.0, 1505.0, 726.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1882.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2203.0, 1033.0, 157.125, 157.0, 1506.0, 726.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2289.0, 1040.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2373.0, 1043.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2403.0, 1050.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 7.0, 1009.0, 157.0625, 157.0, 2468.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0], [157.03125, 157.03125, 10.0, 940.0, 157.0625, 157.0, 2533.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0], [157.0625, 157.03125, 2749.0, 917.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 9.0, 867.0, 157.0625, 157.0, 2758.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0]]",POV
0,335,45,"[[157.0625, 157.03125, 2031.0, 1169.0, 157.125, 157.0, 2124.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2173.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2209.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2225.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.09375, 2012.0, 3.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.125, 1990.0, 10.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.125, 1967.0, 4.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 1945.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.03125, 157.03125, 5.0, 1168.0, 157.0625, 157.0, 1948.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0]]",POV
0,425,66,"[[157.0625, 157.03125, 2043.0, 1169.0, 157.125, 157.0, 2002.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2031.0, 1169.0, 157.125, 157.0, 2051.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2031.0, 1169.0, 157.125, 157.0, 2116.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2166.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2232.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.125, 1971.0, 8.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.125, 1950.0, 5.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 1948.0, 1157.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.03125, 157.03125, 13.0, 1147.0, 157.0625, 157.0, 1987.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0], [157.03125, 157.03125, 1.0, 1135.0, 157.0625, 157.0, 1987.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0]]",POV
0,145,81,"[[157.0625, 157.03125, 2043.0, 1169.0, 157.125, 157.0, 2015.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2036.0, 1169.0, 157.125, 157.0, 2033.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2031.0, 1169.0, 157.125, 157.0, 2087.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2137.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2194.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2211.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2231.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.125, 2004.0, 2.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 1980.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 1939.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0]]",POV
0,370,111,"[[157.0625, 157.03125, 2043.0, 1169.0, 157.125, 157.0, 2006.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2031.0, 1169.0, 157.125, 157.0, 2053.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2031.0, 1169.0, 157.125, 157.0, 2123.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2225.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.09375, 2014.0, 5.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 2006.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.125, 1968.0, 5.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.125, 1948.0, 3.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 1948.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.03125, 157.03125, 9.0, 1143.0, 157.0625, 157.0, 1987.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0]]",POV
0,95,117,"[[157.0625, 157.03125, 2033.0, 1169.0, 157.125, 157.0, 2038.0, 47.0, 157.1875, 156.96875, 6935.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.09375, 2021.0, 2.0, 157.125, 157.03125, 2131.0, 1169.0, 157.1875, 157.0, 6935.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 2017.0, 1169.0, 157.125, 157.0, 2217.0, 47.0, 157.1875, 156.96875, 6937.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.03125, 1960.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.0625, 157.125, 1956.0, 11.0, 157.125, 157.03125, 2235.0, 1169.0, 157.1875, 157.0, 6939.0, 47.0, 157.25, 156.96875, 2032.0, 8.0, 157.3125, 156.9375, 1145.0, 29.0], [157.0625, 157.03125, 1949.0, 1169.0, 157.125, 157.0, 2235.0, 47.0, 157.1875, 156.96875, 6939.0, 8.0, 157.25, 156.9375, 2032.0, 29.0, 157.3125, 156.90625, 1145.0, 11.0], [157.03125, 157.03125, 3.0, 1160.0, 157.0625, 157.0, 1948.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0], [157.03125, 157.03125, 20.0, 1154.0, 157.0625, 157.0, 1987.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0], [157.03125, 157.03125, 3.0, 1137.0, 157.0625, 157.0, 1987.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0], [157.03125, 157.03125, 14.0, 1125.0, 157.0625, 157.0, 1987.0, 47.0, 157.125, 156.96875, 2235.0, 8.0, 157.1875, 156.9375, 6939.0, 29.0, 157.25, 156.90625, 2032.0, 11.0]]",POV
0,305,24,"[[157.0625, 157.0, 1329.0, 30.0, 157.125, 156.9375, 2630.0, 84.0, 157.1875, 0.0, 7088.0, 0.0, 157.25, 0.0, 2088.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1308.0, 30.0, 157.125, 156.9375, 2656.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1301.0, 30.0, 157.125, 156.9375, 2694.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1301.0, 30.0, 157.125, 156.9375, 2711.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.09375, 1295.0, 1.0, 157.125, 157.0, 2733.0, 30.0, 157.1875, 156.9375, 7099.0, 84.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1272.0, 30.0, 157.125, 156.9375, 2829.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1254.0, 30.0, 157.125, 156.9375, 2829.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1204.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1173.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0, 157.0, 11.0, 10.0, 157.0625, 156.9375, 1256.0, 104.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0]]",POV
0,185,69,"[[157.0625, 157.0, 1363.0, 30.0, 157.125, 156.9375, 2606.0, 84.0, 157.1875, 0.0, 7076.0, 0.0, 157.25, 0.0, 2088.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1329.0, 30.0, 157.125, 156.9375, 2637.0, 84.0, 157.1875, 0.0, 7088.0, 0.0, 157.25, 0.0, 2088.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1308.0, 30.0, 157.125, 156.9375, 2656.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1301.0, 30.0, 157.125, 156.9375, 2714.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1290.0, 30.0, 157.125, 156.9375, 2760.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1254.0, 35.0, 157.125, 156.9375, 2829.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1244.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1201.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1170.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1157.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0]]",POV
0,185,75,"[[157.0625, 157.0, 1329.0, 30.0, 157.125, 156.9375, 2626.0, 84.0, 157.1875, 0.0, 7088.0, 0.0, 157.25, 0.0, 2088.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1312.0, 30.0, 157.125, 156.9375, 2649.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1301.0, 30.0, 157.125, 156.9375, 2689.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1290.0, 30.0, 157.125, 156.9375, 2753.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.09375, 1258.0, 1.0, 157.125, 157.0, 2829.0, 30.0, 157.1875, 156.9375, 7099.0, 84.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.125, 1210.0, 6.0, 157.125, 157.0, 2829.0, 35.0, 157.1875, 156.9375, 7101.0, 104.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1154.0, 17.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0, 156.9375, 137.0, 26.0, 157.0625, 0.0, 1256.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0], [156.9375, 0.0, 67.0, 0.0, 157.0, 0.0, 155.0, 0.0, 157.0625, 0.0, 1154.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0], [156.9375, 0.0, 104.0, 0.0, 157.0625, 0.0, 1154.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0]]",POV
0,440,81,"[[157.0625, 157.125, 1359.0, 2.0, 157.125, 157.0, 2606.0, 30.0, 157.1875, 156.9375, 7076.0, 84.0, 157.25, 0.0, 2088.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1308.0, 30.0, 157.125, 156.9375, 2657.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1301.0, 30.0, 157.125, 156.9375, 2717.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1290.0, 30.0, 157.125, 156.9375, 2762.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1253.0, 35.0, 157.125, 156.9375, 2829.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1242.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1196.0, 35.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0, 156.9375, 10.0, 104.0, 157.0625, 0.0, 1256.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0], [156.9375, 0.0, 164.0, 0.0, 157.0625, 0.0, 1154.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0], [156.9375, 0.0, 815.0, 0.0, 157.0625, 0.0, 1154.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7102.0, 0.0, 157.25, 0.0, 2116.0, 0.0]]",POV
0,395,87,"[[157.0625, 157.0, 1329.0, 30.0, 157.125, 156.9375, 2606.0, 84.0, 157.1875, 0.0, 7082.0, 0.0, 157.25, 0.0, 2088.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.0, 1312.0, 30.0, 157.125, 156.9375, 2652.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1263.0, 0.0], [157.0625, 157.09375, 1300.0, 2.0, 157.125, 157.0, 2733.0, 30.0, 157.1875, 156.9375, 7099.0, 84.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1290.0, 30.0, 157.125, 156.9375, 2755.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1275.0, 30.0, 157.125, 156.9375, 2829.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1257.0, 30.0, 157.125, 156.9375, 2829.0, 84.0, 157.1875, 0.0, 7099.0, 0.0, 157.25, 0.0, 2093.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1250.0, 35.0, 157.125, 156.9375, 2829.0, 103.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.125, 1209.0, 5.0, 157.125, 157.0, 2829.0, 35.0, 157.1875, 156.9375, 7101.0, 104.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [157.0625, 157.0, 1205.0, 17.0, 157.125, 156.9375, 2829.0, 104.0, 157.1875, 0.0, 7101.0, 0.0, 157.25, 0.0, 2116.0, 0.0, 157.3125, 0.0, 1284.0, 0.0], [156.9375, 0.0, 67.0, 0.0, 157.0, 0.0, 95.0, 0.0, 157.0625, 0.0, 1154.0, 0.0, 157.125, 0.0, 2829.0, 0.0, 157.1875, 0.0, 7101.0, 0.0]]",POV
